lemma,pos,freq_per_100000
abject,VERB,0.022615512688772627
abjection,NOUN,0.022615512688772627
abjectly,ADV,0.03769252114795438
abjectness,NOUN,0.0075385042295908755
abjure,NOUN,0.015077008459181751
abjure,VERB,0.05276952960713613
ablaqueate,PROPN,0.0075385042295908755
ablaqueate,VERB,0.0075385042295908755
ablate,NOUN,0.0075385042295908755
ablate,VERB,0.2186166226581354
ablation,NOUN,0.5503108087601339
ablation,PROPN,0.0075385042295908755
ablations,PROPN,0.0075385042295908755
ablative,ADJ,0.015077008459181751
ablaze,ADJ,0.04523102537754525
ablaze,ADV,0.03769252114795438
ablaze,PROPN,0.0075385042295908755
able,ADJ,26.16614818090993
able,NOUN,0.0075385042295908755
able,PROPN,0.060308033836727004
able,VERB,0.022615512688772627
abloom,ADJ,0.0075385042295908755
ablute,VERB,0.0075385042295908755
ablution,NOUN,0.06784653806631788
ably,ADV,0.0904620507550905
abm,PROPN,0.0904620507550905
abnaki,PROPN,0.015077008459181751
abnegate,VERB,0.0075385042295908755
abnegating,NOUN,0.0075385042295908755
abnegation,NOUN,0.03769252114795438
abner,PROPN,0.0904620507550905
abnormal,ADJ,2.0353961419895366
abnormal,NOUN,0.0075385042295908755
abnormal,PROPN,0.030154016918363502
abnormality,NOUN,2.2163202434997173
abnormally,ADV,0.20353961419895364
abo,PRON,0.0075385042295908755
aboard,ADP,0.784004439877451
aboard,ADV,0.07538504229590876
abode,NOUN,0.06784653806631788
abode,PROPN,0.0075385042295908755
abogado,PROPN,0.0075385042295908755
abolish,ADJ,0.030154016918363502
abolish,PROPN,0.015077008459181751
abolish,VERB,1.5906243924436747
abolishes,PROPN,0.0075385042295908755
abolition,NOUN,0.3543096987907712
abolition,PROPN,0.015077008459181751
abolitionism,NOUN,0.015077008459181751
abolitionist,ADJ,0.0075385042295908755
abolitionist,NOUN,0.1507700845918175
abolitionist,VERB,0.0075385042295908755
abolitionists,PROPN,0.0075385042295908755
abominable,ADJ,0.060308033836727004
abominable,PROPN,0.0075385042295908755
abominably,ADV,0.015077008459181751
abominate,VERB,0.0075385042295908755
abomination,NOUN,0.08292354652549963
abomination,PROPN,0.0075385042295908755
aborigen,PROPN,0.0075385042295908755
aboriginal,ADJ,0.3090786734132259
aboriginal,PROPN,0.10553905921427226
aborigine,NOUN,0.05276952960713613
aborigine,PROPN,0.0075385042295908755
aborigines,PROPN,0.15830858882140839
abort,NOUN,0.03769252114795438
abort,PROPN,0.0075385042295908755
abort,VERB,0.20353961419895364
aborted,ADJ,0.06784653806631788
abortifacient,NOUN,0.0075385042295908755
aborting,PROPN,0.0075385042295908755
abortion,ADJ,0.4070792283979073
abortion,NOUN,4.6135645885096155
abortion,PROPN,0.12815457190304488
abortionist,ADJ,0.0075385042295908755
abortionist,NOUN,0.04523102537754525
abortions,PROPN,0.0075385042295908755
abortive,ADJ,0.20353961419895364
abortive,PROPN,0.0075385042295908755
abortus,NOUN,0.2487706395764989
abortus,PROPN,0.022615512688772627
abound,ADJ,0.0075385042295908755
abound,NOUN,0.17338559728059014
abound,PROPN,0.04523102537754525
abound,VERB,0.5352338003009521
about,ADJ,1.7112404601171287
about,ADP,214.62121541645223
about,ADV,37.948830291760466
about,INTJ,0.015077008459181751
about,NOUN,0.2186166226581354
about,NUM,0.015077008459181751
about,PROPN,0.04523102537754525
about,PUNCT,0.0075385042295908755
about,VERB,0.0075385042295908755
about,X,0.015077008459181751
above,ADJ,2.4575523788466254
above,ADP,12.174684330789264
above,ADV,9.332668236233504
above,NOUN,0.030154016918363502
above,PROPN,0.04523102537754525
aboveboard,ADJ,0.015077008459181751
aboveboard,PROPN,0.0075385042295908755
abox,NOUN,0.0075385042295908755
abracadabra,NOUN,0.015077008459181751
abraham,PROPN,0.7613889271886785
abrash,PROPN,0.0075385042295908755
abrasion,NOUN,0.030154016918363502
abrasive,ADJ,0.09800055498468138
abrasive,PROPN,0.0075385042295908755
abrazo,NOUN,0.0075385042295908755
abreaction,NOUN,0.0075385042295908755
abreast,ADJ,0.1507700845918175
abreast,ADP,0.015077008459181751
abreast,ADV,0.07538504229590876
abreast,NOUN,0.015077008459181751
abreast,PROPN,0.0075385042295908755
abri,PROPN,0.0075385042295908755
abridge,NOUN,0.0075385042295908755
abridge,PROPN,0.0075385042295908755
abridge,VERB,0.12815457190304488
abridged,ADJ,0.022615512688772627
abridged,PROPN,0.0075385042295908755
abridgement,NOUN,0.0075385042295908755
abridgment,NOUN,0.015077008459181751
abridgment,PROPN,0.0075385042295908755
abroad,ADV,2.223858747729308
abroad,PROPN,0.0075385042295908755
abrogate,ADJ,0.0075385042295908755
abrogate,VERB,0.24123213534690802
abrogation,NOUN,0.04523102537754525
abrotanum,PROPN,0.022615512688772627
abrupt,ADJ,0.3543096987907712
abruptly,ADV,0.3844637157091347
abruptness,NOUN,0.0075385042295908755
abruzzi,PROPN,0.0075385042295908755
abscess,NOUN,0.13569307613263576
abscesses,PROPN,0.0075385042295908755
abscissa,PROPN,0.022615512688772627
abscond,VERB,0.022615512688772627
abscondment,NOUN,0.0075385042295908755
absence,NOUN,10.199596222636455
absence,PROPN,0.015077008459181751
absence,VERB,0.022615512688772627
absent,ADJ,2.683707505734352
absent,ADV,0.0075385042295908755
absent,NOUN,0.015077008459181751
absent,PROPN,0.180924101510181
absent,VERB,0.060308033836727004
absentee,NOUN,0.2789246564948624
absentee,PROPN,0.030154016918363502
absentee,VERB,0.03769252114795438
absenteeism,NOUN,0.12061606767345401
absenteeism,PROPN,0.0075385042295908755
absentia,NOUN,0.0075385042295908755
absentia,PROPN,0.030154016918363502
absently,ADV,0.015077008459181751
absentmindedly,ADV,0.0075385042295908755
absinthe,ADV,0.0075385042295908755
absinthe,DET,0.0075385042295908755
absinthium,NOUN,0.06784653806631788
absinthium,PROPN,0.030154016918363502
absit,PROPN,0.0075385042295908755
absolute,ADJ,4.289408906637208
absolute,NOUN,0.06784653806631788
absolute,PROPN,0.28646316072445327
absolute,PUNCT,0.030154016918363502
absolute,VERB,0.030154016918363502
absolutely,ADV,6.709268764335879
absolutely,NOUN,0.0075385042295908755
absoluteness,NOUN,0.030154016918363502
absolution,NOUN,0.05276952960713613
absolutism,NOUN,0.060308033836727004
absolutist,ADJ,0.0075385042295908755
absolutist,NOUN,0.09800055498468138
absolve,VERB,0.12061606767345401
absolver,NOUN,0.0075385042295908755
absorb,PROPN,0.0075385042295908755
absorb,VERB,2.0957041758262633
absorbable,ADJ,0.022615512688772627
absorbance,NOUN,1.0101595667651773
absorbance,PROPN,0.07538504229590876
absorbency,NOUN,0.060308033836727004
absorbency,PROPN,0.0075385042295908755
absorbent,ADJ,0.04523102537754525
absorbent,NOUN,0.030154016918363502
absorbent,PROPN,0.0075385042295908755
absorber,NOUN,0.6860038848927696
absorber,PROPN,0.022615512688772627
absorbing,ADJ,0.0075385042295908755
absorbing,NOUN,0.015077008459181751
absorbs,PROPN,0.0075385042295908755
absorption,NOUN,2.0806271673670818
absorption,PROPN,0.015077008459181751
absorptive,ADJ,0.022615512688772627
absorptivity,NOUN,0.0075385042295908755
abstain,NOUN,0.0075385042295908755
abstain,VERB,0.09800055498468138
abstainer,NOUN,0.022615512688772627
abstaining,NOUN,0.015077008459181751
abstemious,ADJ,0.015077008459181751
abstemiousness,NOUN,0.0075385042295908755
abstention,NOUN,0.022615512688772627
abstinence,ADJ,0.0075385042295908755
abstinence,ADV,0.0075385042295908755
abstinence,NOUN,0.2713861522652715
abstinence,PROPN,0.0075385042295908755
abstinent,ADJ,0.015077008459181751
abstinent,PROPN,0.0075385042295908755
abstract,ADJ,1.145852642897813
abstract,NOUN,0.7161579018111331
abstract,PROPN,0.24123213534690802
abstract,VERB,0.26384764803568067
abstracting,PROPN,0.0075385042295908755
abstraction,NOUN,0.4070792283979073
abstraction,PROPN,0.0075385042295908755
abstractionist,NOUN,0.0075385042295908755
abstractly,ADV,0.03769252114795438
abstractness,NOUN,0.0075385042295908755
abstractor,NOUN,0.022615512688772627
abstracts,PROPN,0.03769252114795438
abstruse,ADJ,0.0075385042295908755
abstruse,NOUN,0.06784653806631788
abstruse,VERB,0.0075385042295908755
absurd,ADJ,1.3192382401784033
absurd,ADV,0.0075385042295908755
absurd,PROPN,0.0075385042295908755
absurd,VERB,0.015077008459181751
absurder,PROPN,0.0075385042295908755
absurdism,NOUN,0.0075385042295908755
absurdist,NOUN,0.07538504229590876
absurdity,NOUN,0.3920022199387255
absurdity,PROPN,0.015077008459181751
absurdly,ADV,0.20353961419895364
absurdum,NOUN,0.015077008459181751
abt,PROPN,0.060308033836727004
abu,PROPN,1.1760066598161767
abundance,NOUN,3.1284792552802134
abundance,PROPN,0.04523102537754525
abundant,ADJ,2.0655501589078997
abundant,NOUN,0.0075385042295908755
abundant,PROPN,0.015077008459181751
abundantly,ADV,0.31661717764281677
abuse,NOUN,5.043259329596296
abuse,PROPN,0.610618842596861
abuse,VERB,1.507700845918175
abused,ADJ,0.16584709305099926
abused,PROPN,0.015077008459181751
abuser,NOUN,0.26384764803568067
abusers,PROPN,0.030154016918363502
abusing,NOUN,0.0075385042295908755
abusive,ADJ,0.5352338003009521
abusive,NOUN,0.015077008459181751
abusive,PROPN,0.0075385042295908755
abut,ADP,0.030154016918363502
abut,ADV,0.0075385042295908755
abut,CCONJ,0.0075385042295908755
abut,VERB,0.05276952960713613
abutment,NOUN,0.0075385042295908755
abuzz,ADJ,0.0075385042295908755
abuzz,ADV,0.015077008459181751
abwab,PROPN,0.0075385042295908755
abysmal,ADJ,0.12061606767345401
abysmally,ADV,0.015077008459181751
abyss,NOUN,0.0904620507550905
abyss,PROPN,0.015077008459181751
abyssinia,PROPN,0.0075385042295908755
abyssinian,PROPN,0.0075385042295908755
acacia,NOUN,0.030154016918363502
acacia,PROPN,0.022615512688772627
academe,NOUN,0.03769252114795438
academe,PROPN,0.030154016918363502
academe,VERB,0.0075385042295908755
academia,NOUN,0.3241556818724077
academia,PROPN,0.015077008459181751
academic,ADJ,3.9501762163056187
academic,ADV,0.022615512688772627
academic,NOUN,0.7764659356478602
academic,PROPN,0.6558498679744061
academically,ADV,0.16584709305099926
academician,NOUN,0.03769252114795438
academician,PROPN,0.0075385042295908755
academicians,PROPN,0.022615512688772627
academics,PROPN,0.015077008459181751
academie,PROPN,0.09800055498468138
academies,PROPN,0.022615512688772627
academy,NOUN,0.361848203020362
academy,PROPN,1.8620105447089463
acadia,PROPN,0.05276952960713613
acadian,ADJ,0.030154016918363502
acadian,PROPN,0.015077008459181751
acanthaceae,PROPN,0.0075385042295908755
acanthus,PROPN,0.022615512688772627
acapulco,PROPN,0.670926876433588
acarbose,PROPN,0.0075385042295908755
accademia,PROPN,0.07538504229590876
accadian,ADJ,0.0075385042295908755
accede,VERB,0.1884626057397719
accelerate,ADJ,0.0075385042295908755
accelerate,NOUN,0.015077008459181751
accelerate,VERB,1.5001623416885843
accelerated,ADJ,0.42215623685708903
accelerated,PROPN,0.0075385042295908755
acceleration,NOUN,0.4070792283979073
acceleration,PROPN,0.015077008459181751
accelerator,NOUN,0.030154016918363502
accelerator,PROPN,0.0075385042295908755
accelerometer,NOUN,0.03769252114795438
accent,ADJ,0.030154016918363502
accent,NOUN,1.6283169135916291
accent,PROPN,0.04523102537754525
accent,VERB,0.09800055498468138
accent,X,0.0075385042295908755
accented,ADJ,0.015077008459181751
accents,PROPN,0.015077008459181751
accentuate,VERB,0.2713861522652715
accept,NOUN,0.0075385042295908755
accept,PROPN,0.0075385042295908755
accept,VERB,11.466064933207722
acceptability,NOUN,0.31661717764281677
acceptability,PROPN,0.05276952960713613
acceptable,ADJ,2.857093103014942
acceptable,PROPN,0.022615512688772627
acceptable,VERB,0.0075385042295908755
acceptably,ADV,0.03769252114795438
acceptance,NOUN,1.7112404601171287
acceptance,PROPN,0.09800055498468138
acceptance,VERB,0.0075385042295908755
accepted,ADJ,0.301540169183635
accepted,PROPN,0.06784653806631788
accepter,NOUN,0.0075385042295908755
accepting,ADJ,0.022615512688772627
acceptive,ADJ,0.0075385042295908755
acceptor,NOUN,0.5880033299080883
access,NOUN,13.697462185166621
access,PROPN,1.0403135836835409
access,VERB,1.5906243924436747
accessed,PROPN,0.0075385042295908755
accessibility,NOUN,0.49000277492340694
accessibility,PROPN,0.015077008459181751
accessible,ADJ,2.4726293873058074
accessibly,ADV,0.022615512688772627
accessing,NOUN,0.015077008459181751
accession,NOUN,2.442475370387444
accession,PROPN,0.42215623685708903
accession,VERB,0.015077008459181751
accessit,PROPN,0.0075385042295908755
accessor,NOUN,0.0075385042295908755
accessorize,VERB,0.022615512688772627
accessory,ADJ,0.12815457190304488
accessory,NOUN,0.542772304530543
accessory,PROPN,0.03769252114795438
accident,ADJ,0.015077008459181751
accident,NOUN,3.942637712076028
accident,PROPN,0.2487706395764989
accidental,ADJ,0.5503108087601339
accidental,PROPN,0.12815457190304488
accidentally,ADV,0.670926876433588
accidently,ADV,0.015077008459181751
accidents,PROPN,0.015077008459181751
accipitrine,PROPN,0.0075385042295908755
acclaim,NOUN,0.22615512688772627
acclaim,PROPN,0.05276952960713613
acclaim,VERB,0.4070792283979073
acclaimed,ADJ,0.10553905921427226
acclaimed,VERB,0.0075385042295908755
acclamation,NOUN,0.015077008459181751
acclimate,VERB,0.1507700845918175
acclimating,NOUN,0.0075385042295908755
acclimation,NOUN,0.16584709305099926
acclimatization,NOUN,0.015077008459181751
acclimatize,PROPN,0.0075385042295908755
acclimatize,VERB,0.030154016918363502
accolade,NOUN,0.15830858882140839
accommodate,ADJ,0.015077008459181751
accommodate,NOUN,0.015077008459181751
accommodate,PROPN,0.0075385042295908755
accommodate,VERB,1.6810864431987653
accommodating,ADJ,0.04523102537754525
accommodating,NOUN,0.015077008459181751
accommodatingly,ADV,0.0075385042295908755
accommodation,NOUN,1.145852642897813
accommodationist,ADJ,0.015077008459181751
accommodations,PROPN,0.022615512688772627
accomodate,VERB,0.0075385042295908755
accompaniment,NOUN,0.09800055498468138
accompany,NOUN,0.030154016918363502
accompany,PROPN,0.04523102537754525
accompany,VERB,4.794488690019797
accompanying,ADJ,0.24123213534690802
accompanying,NOUN,0.015077008459181751
accompanying,PROPN,0.0075385042295908755
accompli,X,0.03769252114795438
accomplice,NOUN,0.2186166226581354
accomplis,PROPN,0.0075385042295908755
accomplish,ADJ,0.0075385042295908755
accomplish,NOUN,0.015077008459181751
accomplish,PROPN,0.0075385042295908755
accomplish,VERB,3.6034050217444387
accomplished,ADJ,0.21107811842854451
accomplishment,NOUN,1.402161786703903
accomplishments,PROPN,0.030154016918363502
accord,NOUN,1.0176980709947683
accord,PROPN,0.2940016649540442
accord,VERB,26.535534888159884
accordance,NOUN,2.7440155395710786
accordant,NOUN,0.0075385042295908755
according,NOUN,0.015077008459181751
accordingly,ADV,1.7489329812650831
accordion,NOUN,0.07538504229590876
accords,PROPN,0.07538504229590876
accost,VERB,0.06784653806631788
account,NOUN,12.943611762207533
account,PROPN,0.2186166226581354
account,VERB,6.867577353157287
accountability,ADJ,0.0075385042295908755
accountability,NOUN,2.5178604126833526
accountability,PROPN,0.3769252114795438
accountable,ADJ,1.221237685193722
accountable,PROPN,0.022615512688772627
accountancy,NOUN,0.04523102537754525
accountancy,PROPN,0.04523102537754525
accountant,NOUN,0.851850977943769
accountant,PROPN,0.022615512688772627
accountant,VERB,0.0075385042295908755
accountants,PROPN,0.3090786734132259
accounting,NOUN,2.5932454549792614
accounting,PROPN,3.2415568187240766
accounting,PUNCT,0.015077008459181751
accounts,ADV,0.015077008459181751
accounts,PROPN,0.3769252114795438
accounts,X,0.0075385042295908755
accouterment,NOUN,0.015077008459181751
accouterment,PROPN,0.0075385042295908755
accoutrement,NOUN,0.030154016918363502
accra,PROPN,0.015077008459181751
accredit,VERB,0.08292354652549963
accreditation,NOUN,0.11307756344386313
accreditation,PROPN,0.07538504229590876
accredited,ADJ,0.030154016918363502
accrediting,NOUN,0.0075385042295908755
accrete,VERB,0.0075385042295908755
accretion,NOUN,0.10553905921427226
accrual,ADJ,0.060308033836727004
accrual,NOUN,0.015077008459181751
accrual,PROPN,0.015077008459181751
accrue,ADJ,0.0075385042295908755
accrue,NOUN,0.03769252114795438
accrue,PROPN,0.015077008459181751
accrue,VERB,0.4372332453162708
acculturate,VERB,0.030154016918363502
acculturation,NOUN,0.04523102537754525
accumulate,NOUN,0.23369363111731714
accumulate,VERB,2.8872471199333054
accumulated,ADJ,0.015077008459181751
accumulated,PROPN,0.022615512688772627
accumulating,NOUN,0.030154016918363502
accumulation,NOUN,3.505404466759757
accumulation,PROPN,0.030154016918363502
accumulations,PROPN,0.0075385042295908755
accumulative,ADJ,0.0075385042295908755
accumulator,NOUN,0.015077008459181751
accuracy,NOUN,4.500487025065753
accuracy,PROPN,0.06784653806631788
accurate,ADJ,5.292029969172795
accurate,PROPN,0.07538504229590876
accurate,VERB,0.060308033836727004
accurately,ADV,2.4273983619282617
accurse,VERB,0.015077008459181751
accusation,NOUN,1.3343152486375849
accusation,VERB,0.022615512688772627
accusations,PROPN,0.0075385042295908755
accusative,ADJ,0.0075385042295908755
accusative,NOUN,0.0075385042295908755
accusative,VERB,0.0075385042295908755
accusatory,ADJ,0.05276952960713613
accuse,NOUN,0.0075385042295908755
accuse,VERB,5.925264324458428
accused,PROPN,0.022615512688772627
accuser,NOUN,0.2940016649540442
accuser,PROPN,0.0075385042295908755
accusingly,ADV,0.030154016918363502
accustom,ADJ,0.0075385042295908755
accustom,NOUN,0.0075385042295908755
accustom,VERB,0.14323158036222663
accustomed,ADJ,0.5804648256784974
ace,ADP,0.0075385042295908755
ace,NOUN,0.16584709305099926
ace,PROPN,0.7086193975815424
ace,VERB,0.04523102537754525
acellular,ADJ,0.0075385042295908755
acentric,ADJ,0.0075385042295908755
acequia,PROPN,0.0075385042295908755
acerbic,ADJ,0.060308033836727004
acerbity,NOUN,0.0075385042295908755
aces,PROPN,0.015077008459181751
acetabularia,PROPN,0.030154016918363502
acetabulum,NOUN,0.015077008459181751
acetaminophen,ADV,0.015077008459181751
acetaminophen,NOUN,0.022615512688772627
acetaminophen,PROPN,0.04523102537754525
acetate,ADJ,0.0075385042295908755
acetate,NOUN,0.9272360202396777
acetate,PROPN,0.3920022199387255
acetate,VERB,0.015077008459181751
acetazolamide,ADJ,0.022615512688772627
acetazolamide,NOUN,0.1884626057397719
acetazolamide,PROPN,0.030154016918363502
acetic,ADJ,0.42215623685708903
acetic,PROPN,0.0075385042295908755
acetol,PROPN,0.0075385042295908755
acetone,NOUN,0.3543096987907712
acetone,PROPN,0.015077008459181751
acetonitrile,ADJ,0.13569307613263576
acetonitrile,PROPN,0.022615512688772627
acetyl,NOUN,0.030154016918363502
acetyl,PROPN,0.2487706395764989
acetyl,VERB,0.0075385042295908755
acetylate,VERB,0.13569307613263576
acetylated,ADJ,0.015077008459181751
acetylated,NOUN,0.0075385042295908755
acetylation,NOUN,0.2487706395764989
acetylcholine,ADJ,0.022615512688772627
acetylcholine,NOUN,0.2487706395764989
acetylcholine,PROPN,0.21107811842854451
acetylcholine,VERB,0.08292354652549963
acetylcholinesterase,NOUN,0.030154016918363502
acetylenic,ADJ,0.0075385042295908755
acetylsalicylic,ADJ,0.0075385042295908755
ach,ADJ,0.23369363111731714
ach,ADV,0.0075385042295908755
ach,INTJ,0.0075385042295908755
ach,NOUN,0.05276952960713613
ach,PROPN,0.25630914380608977
achaean,PROPN,0.0075385042295908755
ache,ADJ,0.0075385042295908755
ache,ADV,0.030154016918363502
ache,NOUN,0.12061606767345401
ache,PROPN,0.0075385042295908755
ache,VERB,0.0904620507550905
achievable,ADJ,0.23369363111731714
achievable,PROPN,0.022615512688772627
achieve,PROPN,0.0075385042295908755
achieve,VERB,13.622077142870712
achieved,ADJ,0.0075385042295908755
achieved,PROPN,0.015077008459181751
achievement,NOUN,2.894785624162896
achievement,PROPN,0.06784653806631788
achievement,VERB,0.0075385042295908755
achievements,PROPN,0.015077008459181751
achiever,NOUN,0.07538504229590876
achieves,VERB,0.0075385042295908755
achieving,NOUN,0.022615512688772627
achieving,PROPN,0.0075385042295908755
achilles,PROPN,0.07538504229590876
aching,NOUN,0.0075385042295908755
achingly,ADV,0.022615512688772627
achomawi,PROPN,0.022615512688772627
achondroplastic,ADJ,0.0075385042295908755
achromatic,ADJ,0.0075385042295908755
achromatopsia,NOUN,0.015077008459181751
acid,ADJ,0.9950825583059956
acid,NOUN,21.95212431656863
acid,PROPN,2.5253989169129434
acidemia,NOUN,0.022615512688772627
acidemia,PROPN,0.0075385042295908755
acidemias,PROPN,0.015077008459181751
acidic,ADJ,0.723696406040724
acidic,NOUN,0.015077008459181751
acidic,PROPN,0.3920022199387255
acidic,VERB,0.0075385042295908755
acidification,NOUN,0.11307756344386313
acidification,PROPN,0.015077008459181751
acidified,ADJ,0.03769252114795438
acidified,PROPN,0.0075385042295908755
acidify,VERB,0.07538504229590876
acidimetry,NOUN,0.0075385042295908755
acidity,NOUN,0.060308033836727004
acidly,ADV,0.015077008459181751
acidogenic,ADJ,0.0075385042295908755
acidophilus,NOUN,0.0075385042295908755
acidosis,NOUN,0.21107811842854451
acids,PROPN,0.07538504229590876
aciduria,NOUN,0.03769252114795438
aciduria,PROPN,0.08292354652549963
aciduria,VERB,0.0075385042295908755
aciduria,X,0.0075385042295908755
acinar,PROPN,0.022615512688772627
acinar,VERB,0.0075385042295908755
acini,NOUN,0.08292354652549963
acini,PROPN,0.022615512688772627
acipenser,PROPN,0.0075385042295908755
ackee,PROPN,0.022615512688772627
acknowledge,NOUN,0.04523102537754525
acknowledge,PROPN,0.0075385042295908755
acknowledge,VERB,3.754175106336256
acknowledged,ADJ,0.0075385042295908755
acknowledged,PROPN,0.0075385042295908755
acknowledgedly,ADV,0.0075385042295908755
acknowledgement,ADJ,0.0075385042295908755
acknowledgement,NOUN,0.21107811842854451
acknowledgement,PROPN,0.015077008459181751
acknowledgement,VERB,0.022615512688772627
acknowledgements,PROPN,0.022615512688772627
acknowledgment,ADJ,0.0075385042295908755
acknowledgment,NOUN,0.2940016649540442
acknowledgment,VERB,0.030154016918363502
acknowledgments,PROPN,0.03769252114795438
aclu,PROPN,0.25630914380608977
